N,P,K,temp,humid,ph,rainfal,label,investment,State_Name,District_Name
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,2636.0,6,130
53.0,73.0,77.0,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,4696.0,4,307
45.0,61.0,78.0,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea,3999.0,11,224
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,4152.0,29,80
30.0,75.0,81.0,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea,1698.0,3,286
37.0,55.0,82.0,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,3160.0,8,325
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,1001.0,27,367
22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea,1641.0,15,470
60.0,61.0,78.0,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,3267.0,6,149
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,2589.0,1,492
39.0,76.0,76.0,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea,1854.0,21,431
35.0,63.0,76.0,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea,2759.0,15,232
30.0,65.0,82.0,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,4296.0,24,521
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,3432.0,29,220
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,4474.0,29,308
36.0,56.0,83.0,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,2661.0,15,270
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,2153.0,7,382
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,2076.0,6,228
13.0,60.0,25.0,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,2707.0,6,292
25.0,70.0,16.0,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,3777.0,15,131
31.0,55.0,22.0,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,2695.0,29,181
40.0,64.0,16.0,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,2733.0,21,273
2.0,61.0,20.0,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,2439.0,29,477
26.0,65.0,22.0,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans,3294.0,6,229
17.0,57.0,21.0,19.88394011,20.31564139,5.789214288999999,60.91974792,kidneybeans,1835.0,12,176
26.0,80.0,18.0,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,4510.0,29,187
17.0,59.0,17.0,18.416700100000003,23.42829938,5.689858133,132.9801054,kidneybeans,1202.0,16,61
27.0,59.0,22.0,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans,4255.0,9,302
28.0,58.0,24.0,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans,1122.0,27,548
25.0,57.0,19.0,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,1400.0,1,547
28.0,80.0,17.0,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,1766.0,21,330
25.0,60.0,22.0,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,1293.0,8,390
12.0,78.0,23.0,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,3327.0,6,242
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,4908.0,10,82
22.0,79.0,17.0,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,3931.0,8,17
27.0,80.0,15.0,19.07096165,21.21092266,5.7883869510000014,86.21917578,kidneybeans,4681.0,30,505
10.0,55.0,23.0,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,1197.0,26,250
23.0,65.0,20.0,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,4029.0,16,374
19.0,78.0,16.0,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,2930.0,29,220
19.0,65.0,25.0,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans,4582.0,30,537
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans,3799.0,15,430
37.0,64.0,22.0,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,3191.0,16,222
11.0,71.0,17.0,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,1608.0,15,543
18.0,79.0,20.0,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,4272.0,21,358
21.0,63.0,17.0,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,2147.0,4,245
24.0,80.0,22.0,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,1186.0,8,538
34.0,60.0,22.0,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,4397.0,13,283
16.0,75.0,21.0,18.50692825,23.61670065,5.679224346,87.05132890000002,kidneybeans,3511.0,14,551
17.0,77.0,23.0,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,4420.0,21,378
37.0,72.0,18.0,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,2794.0,16,411
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans,1659.0,21,358
9.0,77.0,17.0,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans,3811.0,20,348
1.0,62.0,23.0,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans,4002.0,8,278
33.0,59.0,22.0,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,2955.0,3,366
23.0,59.0,19.0,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,3450.0,14,386
6.0,62.0,22.0,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans,2369.0,21,384
25.0,63.0,20.0,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,2986.0,29,483
7.0,79.0,23.0,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans,2534.0,25,381
8.0,72.0,17.0,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,1146.0,14,157
27.0,64.0,15.0,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,4219.0,28,383
28.0,66.0,23.0,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,3911.0,2,517
32.0,57.0,18.0,15.53834801,23.75560241,5.695422862999999,107.3850593,kidneybeans,2734.0,21,446
27.0,56.0,22.0,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans,2843.0,13,79
17.0,77.0,24.0,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,1488.0,29,59
0.0,65.0,15.0,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,3976.0,4,245
13.0,72.0,21.0,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans,2959.0,14,211
34.0,60.0,23.0,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans,2663.0,26,512
9.0,80.0,19.0,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans,3598.0,21,218
11.0,72.0,20.0,19.52226241,24.92607153,5.9511774520000005,113.334026,kidneybeans,3385.0,13,466
3.0,67.0,24.0,17.00067625,19.90790546,5.520880013999999,103.2926407,kidneybeans,3919.0,4,353
35.0,69.0,23.0,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans,1640.0,15,214
3.0,77.0,25.0,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans,2802.0,20,559
23.0,62.0,19.0,16.51783455,20.4555596,5.609435127999999,98.77794225,kidneybeans,3520.0,29,181
22.0,71.0,17.0,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans,2969.0,10,305
31.0,79.0,25.0,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans,3198.0,18,553
34.0,59.0,18.0,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans,2438.0,15,194
12.0,63.0,17.0,18.358923,19.37703396,5.717143397,138.414764,kidneybeans,4369.0,16,374
27.0,56.0,20.0,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans,2634.0,13,63
7.0,63.0,24.0,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,1262.0,13,94
24.0,67.0,22.0,20.120043,22.89845607,5.618844277000001,104.6252153,kidneybeans,2787.0,21,384
11.0,71.0,24.0,21.14011423,22.7182355,5.6066203460000015,141.6056722,kidneybeans,3191.0,23,316
37.0,74.0,15.0,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans,3393.0,21,172
25.0,76.0,24.0,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans,1623.0,15,515
34.0,66.0,17.0,18.81097271,21.27833035,5.889614577000001,125.084915,kidneybeans,2016.0,26,402
20.0,69.0,15.0,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans,4643.0,9,435
37.0,65.0,16.0,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans,1880.0,29,220
18.0,74.0,15.0,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans,3049.0,4,47
4.0,67.0,25.0,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans,3944.0,15,198
37.0,56.0,25.0,22.05592283,19.60379304,5.774755143999999,126.7265372,kidneybeans,2327.0,1,152
5.0,59.0,15.0,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,3301.0,9,435
11.0,61.0,21.0,18.62328774,23.02410338,5.532100554,135.33780330000002,kidneybeans,4723.0,13,334
22.0,80.0,20.0,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans,1452.0,15,333
12.0,61.0,19.0,19.33162606,24.13995025,5.655726817000001,68.51253427,kidneybeans,4108.0,29,326
5.0,74.0,21.0,16.24469193,21.35793891,5.591704013999999,66.97053257,kidneybeans,2183.0,3,248
27.0,69.0,22.0,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans,4062.0,29,88
31.0,75.0,18.0,15.46789263,21.43780702,5.824208308999999,88.88796102,kidneybeans,3056.0,15,77
36.0,68.0,20.0,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,4304.0,3,137
5.0,65.0,16.0,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans,4170.0,1,21
32.0,79.0,15.0,23.90910104,20.74619325,5.706198621,81.60211243,kidneybeans,2682.0,24,110
11.0,78.0,22.0,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans,3863.0,31,359
0.0,55.0,22.0,22.98666928,20.57940608,5.916779289,143.85849380000005,kidneybeans,3255.0,1,191
14.0,59.0,15.0,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,2154.0,29,338
29.0,68.0,23.0,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,1403.0,31,359
32.0,68.0,19.0,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,3199.0,27,2
17.0,64.0,17.0,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,3101.0,13,64
13.0,69.0,19.0,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,4191.0,1,547
14.0,67.0,22.0,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans,2696.0,29,416
9.0,69.0,20.0,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,4991.0,24,525
20.0,73.0,22.0,16.03768615,22.33195853,5.976312537999999,130.3900798,kidneybeans,1627.0,30,505
40.0,78.0,20.0,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,1586.0,3,137
27.0,72.0,23.0,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,2648.0,6,423
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,2443.0,15,215
7.0,56.0,18.0,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,2445.0,29,483
27.0,65.0,18.0,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,1103.0,22,407
30.0,63.0,16.0,23.60506572,21.90539577,5.5259045260000015,100.5978728,kidneybeans,4923.0,29,45
37.0,70.0,25.0,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,1253.0,15,232
27.0,63.0,19.0,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,4298.0,31,415
22.0,60.0,24.0,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,4183.0,8,116
3.0,72.0,24.0,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,3557.0,16,369
40.0,59.0,23.0,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,2496.0,29,541
33.0,73.0,23.0,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,1098.0,11,33
27.0,57.0,24.0,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas,3200.0,26,132
10.0,79.0,18.0,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas,2884.0,29,161
30.0,75.0,25.0,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,3961.0,3,486
40.0,70.0,20.0,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas,2919.0,14,514
38.0,55.0,19.0,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas,1877.0,24,197
35.0,58.0,20.0,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,1337.0,14,267
38.0,61.0,21.0,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,4777.0,4,396
33.0,58.0,24.0,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,3869.0,15,332
16.0,56.0,17.0,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas,4234.0,15,393
31.0,72.0,17.0,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas,4791.0,13,66
16.0,80.0,20.0,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas,1956.0,1,301
27.0,72.0,17.0,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,2704.0,27,429
40.0,62.0,19.0,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,1160.0,10,196
18.0,58.0,16.0,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,2603.0,21,358
3.0,68.0,16.0,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,3848.0,23,316
26.0,67.0,24.0,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas,1397.0,4,179
16.0,70.0,20.0,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,2300.0,21,247
24.0,63.0,19.0,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,1815.0,29,159
9.0,76.0,25.0,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas,4987.0,4,464
16.0,55.0,19.0,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,2527.0,3,526
28.0,75.0,21.0,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,2919.0,3,486
16.0,71.0,24.0,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas,2415.0,29,127
24.0,70.0,21.0,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,2158.0,15,531
38.0,72.0,21.0,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,2218.0,24,521
9.0,66.0,21.0,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,1400.0,20,142
34.0,56.0,17.0,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,1639.0,4,69
1.0,76.0,19.0,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas,4104.0,3,182
6.0,69.0,19.0,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas,3735.0,24,521
26.0,73.0,21.0,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,1459.0,4,445
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,1954.0,13,133
27.0,71.0,23.0,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas,4954.0,16,101
36.0,61.0,21.0,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,1469.0,26,145
17.0,73.0,18.0,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,4446.0,29,483
26.0,72.0,22.0,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,2045.0,16,31
17.0,64.0,16.0,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,3797.0,13,106
14.0,74.0,19.0,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,2693.0,7,382
39.0,60.0,15.0,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas,3085.0,21,431
6.0,66.0,15.0,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas,3277.0,3,248
8.0,59.0,18.0,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,4436.0,21,384
2.0,67.0,18.0,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,1562.0,21,273
1.0,76.0,17.0,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,3485.0,29,161
16.0,73.0,19.0,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas,2799.0,31,329
23.0,75.0,25.0,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas,4354.0,19,317
32.0,70.0,20.0,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,3074.0,31,52
28.0,59.0,22.0,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas,1225.0,28,129
5.0,62.0,23.0,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,4348.0,13,188
36.0,67.0,25.0,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas,1797.0,26,158
1.0,66.0,23.0,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,4680.0,4,231
24.0,73.0,20.0,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,3331.0,3,526
17.0,67.0,18.0,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas,3926.0,8,499
5.0,55.0,18.0,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas,1959.0,24,474
5.0,56.0,24.0,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,2504.0,16,8
37.0,77.0,17.0,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,1452.0,16,453
13.0,73.0,20.0,30.50420876,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas,4067.0,24,55
6.0,63.0,23.0,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas,4900.0,26,298
16.0,77.0,22.0,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,1815.0,13,523
25.0,64.0,20.0,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas,1658.0,29,416
34.0,75.0,24.0,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas,4587.0,29,533
20.0,77.0,23.0,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,1546.0,14,157
35.0,80.0,25.0,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,2215.0,29,32
14.0,75.0,24.0,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,4120.0,4,282
36.0,80.0,21.0,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,4583.0,26,111
7.0,77.0,18.0,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas,1016.0,14,511
29.0,78.0,25.0,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas,4243.0,31,48
30.0,60.0,21.0,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas,2243.0,29,19
20.0,74.0,16.0,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,3205.0,5,100
19.0,57.0,23.0,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,3524.0,14,511
3.0,60.0,19.0,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas,2069.0,16,8
5.0,77.0,19.0,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,4444.0,8,278
5.0,68.0,20.0,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,3565.0,29,345
37.0,73.0,21.0,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas,3146.0,9,233
9.0,59.0,24.0,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas,4963.0,8,500
20.0,72.0,15.0,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,2768.0,31,112
31.0,56.0,23.0,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,2060.0,20,348
0.0,70.0,21.0,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,3327.0,21,236
21.0,74.0,15.0,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,4420.0,13,133
13.0,67.0,18.0,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,3544.0,8,278
27.0,74.0,20.0,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,1301.0,29,469
29.0,72.0,24.0,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,1180.0,20,285
5.0,68.0,20.0,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,1606.0,15,462
39.0,57.0,19.0,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,4170.0,30,97
22.0,62.0,16.0,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,1699.0,30,527
18.0,55.0,23.0,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas,1992.0,15,430
39.0,77.0,21.0,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,2139.0,26,368
13.0,75.0,20.0,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,1190.0,4,480
27.0,71.0,24.0,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas,3300.0,4,245
26.0,64.0,22.0,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,1980.0,13,79
23.0,55.0,16.0,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,3975.0,12,309
4.0,69.0,19.0,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,3006.0,29,37
20.0,67.0,19.0,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,2184.0,15,458
7.0,74.0,17.0,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas,4327.0,12,428
17.0,64.0,18.0,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,4394.0,15,214
35.0,71.0,17.0,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas,1127.0,3,240
11.0,72.0,22.0,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,3065.0,24,294
20.0,60.0,22.0,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas,2816.0,16,550
10.0,71.0,18.0,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas,2758.0,31,359
33.0,61.0,24.0,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,3613.0,30,437
3.0,49.0,18.0,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,1569.0,13,64
22.0,59.0,23.0,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,2346.0,21,273
36.0,58.0,25.0,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans,2895.0,29,308
4.0,43.0,18.0,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,3733.0,15,131
29.0,54.0,16.0,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,4863.0,29,196
32.0,43.0,22.0,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,1625.0,10,82
14.0,55.0,15.0,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,4359.0,15,121
5.0,35.0,20.0,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,3901.0,29,254
25.0,57.0,24.0,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,2686.0,4,318
11.0,53.0,24.0,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,4009.0,6,419
40.0,49.0,17.0,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,4710.0,26,368
38.0,56.0,25.0,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,1154.0,29,42
27.0,43.0,23.0,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,3537.0,3,134
24.0,38.0,22.0,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,2409.0,13,290
23.0,45.0,21.0,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,1784.0,29,349
29.0,57.0,20.0,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,4175.0,30,97
31.0,35.0,23.0,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,4464.0,2,23
